,Unnamed: 0,feature level,value,instance,county_fips,bar color,feature name,feature level2,dash text
4643,4,1225.09 < # people per PC doctor <= 1953.17,-0.2622680332362073,464,13219.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4644,5,3.90 < unemployment rate <= 4.60,-0.2505631780646295,464,13219.0,#6f679f,unemployment rate,medium,unemployment rate (medium)
4645,7,"% adults, < HS diploma <= 9.33",-0.22520088924154635,464,13219.0,#6f679f,"% adults, < HS diploma",medium,"% adults, < HS diploma (medium)"
4646,9,28.98 < BMI Categories <= 31.66,0.1678794305318493,464,13219.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4647,8,"% adults, B.S. degree > 22.67",0.1963895578067196,464,13219.0,#ff9366,"% adults, B.S. degree",high,"% adults, B.S. degree (high)"
4648,6,"% adults, HS diploma only <= 31.60",0.2417846636064015,464,13219.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4649,1,PSA Test > 41.43,0.34855449785402465,464,13219.0,#ff9366,PSA Test,high,PSA Test (high)
4650,1,19.00 < % poverty <= 24.00,-0.3814121023120028,465,13221.0,#6f679f,% poverty,medium,% poverty (medium)
4651,3,12790.50 < population <= 35478.00,-0.2860585680207967,465,13221.0,#6f679f,population,medium,population (medium)
4652,6,"# people per PC doctor, NP only > 6247.62",-0.1832665832616808,465,13221.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
4653,7,All Teeth Removed > 17.09,-0.12306669489472084,465,13221.0,#6f679f,All Teeth Removed,high,All Teeth Removed (high)
4654,8,Last Checkup > 72.78,-0.118460679414031,465,13221.0,#6f679f,Last Checkup,high,Last Checkup (high)
4655,9,Other Cancer <= 6.04,-0.11487461791511605,465,13221.0,#6f679f,Other Cancer,medium,Other Cancer (medium)
4656,5,63.46 < Personal Care Provider <= 67.88,0.19198383629819252,465,13221.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4657,4,"% adults, < HS diploma > 17.78",0.26463064601933056,465,13221.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4658,2,PSA Test > 41.43,0.3794198669871485,465,13221.0,#ff9366,PSA Test,high,PSA Test (high)
4659,0,# people per PC doctor > 3223.50,0.4694035866748879,465,13221.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
4660,0,% poverty <= 14.00,-1.0713625286078936,466,13223.0,#6f679f,% poverty,medium,% poverty (medium)
4661,3,3.90 < unemployment rate <= 4.60,-0.28197023171672,466,13223.0,#6f679f,unemployment rate,medium,unemployment rate (medium)
4662,4,population > 35478.00,-0.2262181378744995,466,13223.0,#6f679f,population,high,population (high)
4663,7,"# people per PC doctor, NP only > 6247.62",-0.11504088811863937,466,13223.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
4664,8,median income > 99.40,-0.11299217645371068,466,13223.0,#6f679f,median income,high,median income (high)
4665,9,"% adults, B.S. degree > 22.67",0.11045053754931458,466,13223.0,#ff9366,"% adults, B.S. degree",high,"% adults, B.S. degree (high)"
4666,6,"31.60 < % adults, HS diploma only <= 35.80",0.12166349771442853,466,13223.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4667,5,63.46 < Personal Care Provider <= 67.88,0.15417939797781394,466,13223.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4668,2,PSA Test > 41.43,0.3406694132257956,466,13223.0,#ff9366,PSA Test,high,PSA Test (high)
4669,1,# people per PC doctor > 3223.50,0.4913652744752021,466,13223.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
4670,4,12790.50 < population <= 35478.00,-0.20809392290569628,467,13225.0,#6f679f,population,medium,population (medium)
4671,5,"# people per PC doctor, NP only > 6247.62",-0.12512721971280874,467,13225.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
4672,7,Exercise <= 74.81,-0.09998564922230273,467,13225.0,#6f679f,Exercise,medium,Exercise (medium)
4673,8,rural-urban code <= 3.00,-0.09635903569878043,467,13225.0,#6f679f,rural-urban code,medium,rural-urban code (medium)
4674,9,28.98 < BMI Categories <= 31.66,0.09497260447790944,467,13225.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4675,6,63.46 < Personal Care Provider <= 67.88,0.1063842254451076,467,13225.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4676,3,"% adults, HS diploma only <= 31.60",0.2963199868569941,467,13225.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4677,2,PSA Test > 41.43,0.3878353146881808,467,13225.0,#ff9366,PSA Test,high,PSA Test (high)
4678,1,unemployment rate > 5.68,0.5320754517955343,467,13225.0,#ff9366,unemployment rate,high,unemployment rate (high)
4679,0,% poverty > 24.00,2.333841733666251,467,13225.0,#ff9366,% poverty,high,% poverty (high)
4680,0,19.00 < % poverty <= 24.00,-0.4158891959272981,468,13227.0,#6f679f,% poverty,medium,% poverty (medium)
4681,3,median income > 99.40,-0.2217328979552992,468,13227.0,#6f679f,median income,high,median income (high)
4682,4,12790.50 < population <= 35478.00,-0.1770484538462132,468,13227.0,#6f679f,population,medium,population (medium)
4683,5,# people per PC doctor <= 1225.09,-0.16890846532691592,468,13227.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4684,7,Exercise <= 74.81,-0.1339336142100638,468,13227.0,#6f679f,Exercise,medium,Exercise (medium)
4685,9,13.06 < Health Care Cost <= 16.65,-0.12158313227116754,468,13227.0,#6f679f,Health Care Cost,medium,Health Care Cost (medium)
4686,8,28.98 < BMI Categories <= 31.66,0.12661648910149198,468,13227.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4687,6,63.46 < Personal Care Provider <= 67.88,0.16880665305633566,468,13227.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4688,2,PSA Test > 41.43,0.28372539053169865,468,13227.0,#ff9366,PSA Test,high,PSA Test (high)
4689,1,"% adults, HS diploma only <= 31.60",0.2896327179557487,468,13227.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4690,3,12790.50 < population <= 35478.00,-0.21881936388671724,469,13229.0,#6f679f,population,medium,population (medium)
4691,6,Other Cancer <= 6.04,-0.1089608353572039,469,13229.0,#6f679f,Other Cancer,medium,Other Cancer (medium)
4692,7,Last Checkup > 72.78,-0.10720013947319,469,13229.0,#6f679f,Last Checkup,high,Last Checkup (high)
4693,9,"27.40 < % adults, some college <= 31.05",-0.09924432120006067,469,13229.0,#6f679f,"% adults, some college",medium,"% adults, some college (medium)"
4694,8,63.46 < Personal Care Provider <= 67.88,0.1059374916173438,469,13229.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4695,5,"% adults, < HS diploma > 17.78",0.1758031632577233,469,13229.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4696,4,median income <= 80.45,0.19377222134070532,469,13229.0,#ff9366,median income,medium,median income (medium)
4697,2,PSA Test > 41.43,0.3602500013889234,469,13229.0,#ff9366,PSA Test,high,PSA Test (high)
4698,1,# people per PC doctor > 3223.50,0.4862528359375445,469,13229.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
4699,0,% poverty > 24.00,2.4254313545619777,469,13229.0,#ff9366,% poverty,high,% poverty (high)
4700,0,14.00 < % poverty <= 19.00,-0.8605505287210201,470,13231.0,#6f679f,% poverty,medium,% poverty (medium)
4701,2,"% adults, HS diploma only > 40.48",-0.4485719679365911,470,13231.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
4702,4,12790.50 < population <= 35478.00,-0.17667977410983446,470,13231.0,#6f679f,population,medium,population (medium)
4703,5,median income > 99.40,-0.15591692950691285,470,13231.0,#6f679f,median income,high,median income (high)
4704,6,"# people per PC doctor, NP only > 6247.62",-0.1545599063320103,470,13231.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
4705,8,Exercise <= 74.81,-0.10782454684244842,470,13231.0,#6f679f,Exercise,medium,Exercise (medium)
4706,9,59.44 < Dental Visit <= 65.54,0.10659136390526093,470,13231.0,#ff9366,Dental Visit,medium,Dental Visit (medium)
4707,7,15.91 < Depression <= 18.83,0.1222434501370937,470,13231.0,#ff9366,Depression,medium,Depression (medium)
4708,3,PSA Test > 41.43,0.3019194145678044,470,13231.0,#ff9366,PSA Test,high,PSA Test (high)
4709,1,# people per PC doctor > 3223.50,0.4964421301994256,470,13231.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
4710,2,population > 35478.00,-0.3035446620952088,471,13233.0,#6f679f,population,high,population (high)
4711,4,1225.09 < # people per PC doctor <= 1953.17,-0.2069961414072017,471,13233.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4712,6,"3515.14 < # people per PC doctor, NP only <= 6247.62",-0.1657877004657515,471,13233.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4713,9,Exercise <= 74.81,-0.07704877938514698,471,13233.0,#6f679f,Exercise,medium,Exercise (medium)
4714,8,63.46 < Personal Care Provider <= 67.88,0.12828403410231995,471,13233.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4715,7,"% adults, < HS diploma > 17.78",0.16368156729206387,471,13233.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4716,5,median income <= 80.45,0.19410342051890886,471,13233.0,#ff9366,median income,medium,median income (medium)
4717,3,PSA Test > 41.43,0.2828191288025401,471,13233.0,#ff9366,PSA Test,high,PSA Test (high)
4718,1,unemployment rate > 5.68,0.5391903514422157,471,13233.0,#ff9366,unemployment rate,high,unemployment rate (high)
4719,0,% poverty > 24.00,2.3624640708396405,471,13233.0,#ff9366,% poverty,high,% poverty (high)
4720,1,"% adults, HS diploma only > 40.48",-0.5246807432070051,472,13235.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
4721,5,1225.09 < # people per PC doctor <= 1953.17,-0.2627718151544308,472,13235.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4722,9,7.70 < death rate <= 9.70,-0.1220462590001678,472,13235.0,#6f679f,death rate,medium,death rate (medium)
4723,8,63.46 < Personal Care Provider <= 67.88,0.12334347729867715,472,13235.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4724,7,"% adults, < HS diploma > 17.78",0.15042777520231082,472,13235.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4725,6,median income <= 80.45,0.24083084171626434,472,13235.0,#ff9366,median income,medium,median income (medium)
4726,4,5777.50 < population <= 12790.50,0.3065915239507005,472,13235.0,#ff9366,population,medium,population (medium)
4727,3,PSA Test > 41.43,0.3294397815086095,472,13235.0,#ff9366,PSA Test,high,PSA Test (high)
4728,2,unemployment rate > 5.68,0.5159657953123524,472,13235.0,#ff9366,unemployment rate,high,unemployment rate (high)
4729,0,% poverty > 24.00,2.3593513517905413,472,13235.0,#ff9366,% poverty,high,% poverty (high)
4730,3,12790.50 < population <= 35478.00,-0.19532965668915306,473,13237.0,#6f679f,population,medium,population (medium)
4731,5,"# people per PC doctor, NP only > 6247.62",-0.12154743876103118,473,13237.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
4732,6,Other Cancer <= 6.04,-0.1082842686221562,473,13237.0,#6f679f,Other Cancer,medium,Other Cancer (medium)
4733,9,Exercise <= 74.81,-0.0771259932384145,473,13237.0,#6f679f,Exercise,medium,Exercise (medium)
4734,8,Heavy Drinking > 93.71,0.08258955097169883,473,13237.0,#ff9366,Heavy Drinking,high,Heavy Drinking (high)
4735,7,28.98 < BMI Categories <= 31.66,0.0932807984267418,473,13237.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4736,4,63.46 < Personal Care Provider <= 67.88,0.14853315288743585,473,13237.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4737,2,PSA Test > 41.43,0.2647949015442644,473,13237.0,#ff9366,PSA Test,high,PSA Test (high)
4738,1,unemployment rate > 5.68,0.528392431876006,473,13237.0,#ff9366,unemployment rate,high,unemployment rate (high)
4739,0,% poverty > 24.00,2.40126452517954,473,13237.0,#ff9366,% poverty,high,% poverty (high)
4740,2,"% adults, HS diploma only > 40.48",-0.5281161363418949,474,13239.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
4741,9,63.46 < Personal Care Provider <= 67.88,0.09459816423275733,474,13239.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4742,8,"2077.38 < # people per PC doctor, NP only <= 3515.14",0.10109795338033084,474,13239.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
4743,7,rural-urban code > 8.00,0.1225429274465766,474,13239.0,#ff9366,rural-urban code,high,rural-urban code (high)
4744,6,median income <= 80.45,0.1861812261719507,474,13239.0,#ff9366,median income,medium,median income (medium)
4745,5,"% adults, < HS diploma > 17.78",0.19904714201926035,474,13239.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4746,4,population <= 5777.50,0.20848480719913084,474,13239.0,#ff9366,population,medium,population (medium)
4747,3,PSA Test > 41.43,0.3712350445636726,474,13239.0,#ff9366,PSA Test,high,PSA Test (high)
4748,1,unemployment rate > 5.68,0.5462021718896121,474,13239.0,#ff9366,unemployment rate,high,unemployment rate (high)
4749,0,% poverty > 24.00,2.335260021210104,474,13239.0,#ff9366,% poverty,high,% poverty (high)
4750,4,12790.50 < population <= 35478.00,-0.22265557900253968,475,13241.0,#6f679f,population,medium,population (medium)
4751,5,1225.09 < # people per PC doctor <= 1953.17,-0.1925703323349501,475,13241.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4752,8,Alcohol Consumption <= 50.42,-0.12208709158672328,475,13241.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
4753,9,63.46 < Personal Care Provider <= 67.88,0.1007411237054054,475,13241.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4754,7,"% adults, B.S. degree > 22.67",0.14038970450981553,475,13241.0,#ff9366,"% adults, B.S. degree",high,"% adults, B.S. degree (high)"
4755,6,"31.60 < % adults, HS diploma only <= 35.80",0.18914994431103735,475,13241.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4756,3,median income <= 80.45,0.2247011060598461,475,13241.0,#ff9366,median income,medium,median income (medium)
4757,2,PSA Test > 41.43,0.3162501884388526,475,13241.0,#ff9366,PSA Test,high,PSA Test (high)
4758,1,unemployment rate > 5.68,0.5194110288828963,475,13241.0,#ff9366,unemployment rate,high,unemployment rate (high)
4759,0,% poverty > 24.00,2.38254437715914,475,13241.0,#ff9366,% poverty,high,% poverty (high)
4760,8,Exercise <= 74.81,-0.1160066384137397,476,13243.0,#6f679f,Exercise,medium,Exercise (medium)
4761,9,Other Cancer <= 6.04,-0.10321262554238772,476,13243.0,#6f679f,Other Cancer,medium,Other Cancer (medium)
4762,7,28.98 < BMI Categories <= 31.66,0.12325981459966512,476,13243.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4763,6,"% adults, < HS diploma > 17.78",0.16210932262411099,476,13243.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4764,5,median income <= 80.45,0.2097303674275131,476,13243.0,#ff9366,median income,medium,median income (medium)
4765,4,5777.50 < population <= 12790.50,0.269318664266873,476,13243.0,#ff9366,population,medium,population (medium)
4766,3,"% adults, HS diploma only <= 31.60",0.3030832105796681,476,13243.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4767,2,PSA Test > 41.43,0.31481638237332443,476,13243.0,#ff9366,PSA Test,high,PSA Test (high)
4768,1,unemployment rate > 5.68,0.5322712508844537,476,13243.0,#ff9366,unemployment rate,high,unemployment rate (high)
4769,0,% poverty > 24.00,2.365224401748236,476,13243.0,#ff9366,% poverty,high,% poverty (high)
4770,5,population > 35478.00,-0.2452988041685668,477,13245.0,#6f679f,population,high,population (high)
4771,7,# people per PC doctor <= 1225.09,-0.1716195034482803,477,13245.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4772,9,rural-urban code <= 3.00,-0.107829148936151,477,13245.0,#6f679f,rural-urban code,medium,rural-urban code (medium)
4773,8,birth rate > 12.80,0.11681700908554307,477,13245.0,#ff9366,birth rate,high,birth rate (high)
4774,6,median income <= 80.45,0.2301331470846861,477,13245.0,#ff9366,median income,medium,median income (medium)
4775,4,"% adults, HS diploma only <= 31.60",0.2979133251668801,477,13245.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4776,3,"# people per PC doctor, NP only <= 2077.38",0.3033152086689757,477,13245.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
4777,2,PSA Test > 41.43,0.3324928894451873,477,13245.0,#ff9366,PSA Test,high,PSA Test (high)
4778,1,unemployment rate > 5.68,0.5598381913094465,477,13245.0,#ff9366,unemployment rate,high,unemployment rate (high)
4779,0,% poverty > 24.00,2.3652975748863008,477,13245.0,#ff9366,% poverty,high,% poverty (high)
4780,1,19.00 < % poverty <= 24.00,-0.3934840612195465,478,13247.0,#6f679f,% poverty,medium,% poverty (medium)
4781,3,population > 35478.00,-0.2525221871097368,478,13247.0,#6f679f,population,high,population (high)
4782,4,"3515.14 < # people per PC doctor, NP only <= 6247.62",-0.25181641377569897,478,13247.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4783,6,median income > 99.40,-0.2023144441286356,478,13247.0,#6f679f,median income,high,median income (high)
4784,7,HIV Test > 39.50,-0.18938121412827785,478,13247.0,#6f679f,HIV Test,high,HIV Test (high)
4785,8,# people per PC doctor <= 1225.09,-0.17598802515131035,478,13247.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4786,9,rural-urban code <= 3.00,-0.12524850896743536,478,13247.0,#6f679f,rural-urban code,medium,rural-urban code (medium)
4787,5,"31.60 < % adults, HS diploma only <= 35.80",0.22767712255722125,478,13247.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4788,2,PSA Test > 41.43,0.30516610574162045,478,13247.0,#ff9366,PSA Test,high,PSA Test (high)
4789,0,unemployment rate > 5.68,0.4831778408625351,478,13247.0,#ff9366,unemployment rate,high,unemployment rate (high)
4790,6,"3515.14 < # people per PC doctor, NP only <= 6247.62",-0.17086736619121612,479,13249.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4791,8,Other Cancer <= 6.04,-0.11262724078138743,479,13249.0,#6f679f,Other Cancer,medium,Other Cancer (medium)
4792,9,63.46 < Personal Care Provider <= 67.88,0.11071344725276054,479,13249.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4793,7,"% adults, < HS diploma > 17.78",0.16486143831047068,479,13249.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4794,5,"31.60 < % adults, HS diploma only <= 35.80",0.20470825633107864,479,13249.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4795,4,population <= 5777.50,0.2400943314903037,479,13249.0,#ff9366,population,medium,population (medium)
4796,3,PSA Test > 41.43,0.3056452540457646,479,13249.0,#ff9366,PSA Test,high,PSA Test (high)
4797,2,# people per PC doctor > 3223.50,0.49936048680308,479,13249.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
4798,1,unemployment rate > 5.68,0.5367317585509809,479,13249.0,#ff9366,unemployment rate,high,unemployment rate (high)
4799,0,% poverty > 24.00,2.418164125370615,479,13249.0,#ff9366,% poverty,high,% poverty (high)
4800,2,"% adults, HS diploma only > 40.48",-0.528058962823026,480,13251.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
4801,5,12790.50 < population <= 35478.00,-0.2469363205169912,480,13251.0,#6f679f,population,medium,population (medium)
4802,8,Exercise <= 74.81,-0.1179631816976272,480,13251.0,#6f679f,Exercise,medium,Exercise (medium)
4803,9,"14.30 < % adults, B.S. degree <= 18.30",-0.1140537597786868,480,13251.0,#6f679f,"% adults, B.S. degree",medium,"% adults, B.S. degree (medium)"
4804,7,"% adults, < HS diploma > 17.78",0.1891017086360045,480,13251.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4805,6,median income <= 80.45,0.2188176188314125,480,13251.0,#ff9366,median income,medium,median income (medium)
4806,4,PSA Test > 41.43,0.328068214138815,480,13251.0,#ff9366,PSA Test,high,PSA Test (high)
4807,3,# people per PC doctor > 3223.50,0.44067271480547376,480,13251.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
4808,1,unemployment rate > 5.68,0.553080441604218,480,13251.0,#ff9366,unemployment rate,high,unemployment rate (high)
4809,0,% poverty > 24.00,2.392932164179793,480,13251.0,#ff9366,% poverty,high,% poverty (high)
4810,7,"# people per PC doctor, NP only > 6247.62",-0.13361238143316076,481,13253.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
4811,9,63.46 < Personal Care Provider <= 67.88,0.10397362381564937,481,13253.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4812,8,% change in population <= -0.01,0.10779654228065448,481,13253.0,#ff9366,population,medium,population (medium)
4813,6,"% adults, < HS diploma > 17.78",0.1951411371009016,481,13253.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4814,5,median income <= 80.45,0.2340153129817489,481,13253.0,#ff9366,median income,medium,median income (medium)
4815,4,5777.50 < population <= 12790.50,0.26246605608526,481,13253.0,#ff9366,population,medium,population (medium)
4816,3,PSA Test > 41.43,0.2759023936643482,481,13253.0,#ff9366,PSA Test,high,PSA Test (high)
4817,2,# people per PC doctor > 3223.50,0.4247561417763631,481,13253.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
4818,1,unemployment rate > 5.68,0.5316676887245525,481,13253.0,#ff9366,unemployment rate,high,unemployment rate (high)
4819,0,% poverty > 24.00,2.4661230447707543,481,13253.0,#ff9366,% poverty,high,% poverty (high)
4820,3,population > 35478.00,-0.3140876495192205,482,13255.0,#6f679f,population,high,population (high)
4821,5,# people per PC doctor <= 1225.09,-0.17247548318808126,482,13255.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4822,8,Exercise <= 74.81,-0.10109655304768003,482,13255.0,#6f679f,Exercise,medium,Exercise (medium)
4823,9,Other Cancer <= 6.04,-0.09571779315958044,482,13255.0,#6f679f,Other Cancer,medium,Other Cancer (medium)
4824,7,28.98 < BMI Categories <= 31.66,0.10465964647481572,482,13255.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4825,6,"% adults, < HS diploma > 17.78",0.12971895510315226,482,13255.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4826,4,"# people per PC doctor, NP only <= 2077.38",0.28376191515947946,482,13255.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
4827,2,PSA Test > 41.43,0.3245901729214245,482,13255.0,#ff9366,PSA Test,high,PSA Test (high)
4828,1,unemployment rate > 5.68,0.5379602231515216,482,13255.0,#ff9366,unemployment rate,high,unemployment rate (high)
4829,0,% poverty > 24.00,2.477489572014795,482,13255.0,#ff9366,% poverty,high,% poverty (high)
4830,3,12790.50 < population <= 35478.00,-0.2209371702666465,483,13257.0,#6f679f,population,medium,population (medium)
4831,5,# people per PC doctor <= 1225.09,-0.20838888159977226,483,13257.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4832,7,Exercise <= 74.81,-0.1292515260338098,483,13257.0,#6f679f,Exercise,medium,Exercise (medium)
4833,9,63.46 < Personal Care Provider <= 67.88,0.11388579931064992,483,13257.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4834,8,28.98 < BMI Categories <= 31.66,0.12224588725735624,483,13257.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4835,6,"% adults, < HS diploma > 17.78",0.14756599427016515,483,13257.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4836,4,median income <= 80.45,0.218269497606458,483,13257.0,#ff9366,median income,medium,median income (medium)
4837,2,PSA Test > 41.43,0.2763759578160431,483,13257.0,#ff9366,PSA Test,high,PSA Test (high)
4838,1,unemployment rate > 5.68,0.5359370815378034,483,13257.0,#ff9366,unemployment rate,high,unemployment rate (high)
4839,0,% poverty > 24.00,2.435455974144564,483,13257.0,#ff9366,% poverty,high,% poverty (high)
4840,5,1225.09 < # people per PC doctor <= 1953.17,-0.24065257031252585,484,13259.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4841,9,63.46 < Personal Care Provider <= 67.88,0.11196367345907496,484,13259.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4842,8,"% adults, < HS diploma > 17.78",0.12035453123138296,484,13259.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4843,7,"31.60 < % adults, HS diploma only <= 35.80",0.15675866060484012,484,13259.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4844,6,median income <= 80.45,0.2337528651287971,484,13259.0,#ff9366,median income,medium,median income (medium)
4845,4,5777.50 < population <= 12790.50,0.2742819768421974,484,13259.0,#ff9366,population,medium,population (medium)
4846,3,PSA Test > 41.43,0.28512706624075984,484,13259.0,#ff9366,PSA Test,high,PSA Test (high)
4847,2,"# people per PC doctor, NP only <= 2077.38",0.2863154782458321,484,13259.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
4848,1,unemployment rate > 5.68,0.5550474902188127,484,13259.0,#ff9366,unemployment rate,high,unemployment rate (high)
4849,0,% poverty > 24.00,2.4145682966640285,484,13259.0,#ff9366,% poverty,high,% poverty (high)
4850,4,12790.50 < population <= 35478.00,-0.23990867195311005,485,13261.0,#6f679f,population,medium,population (medium)
4851,7,# people per PC doctor <= 1225.09,-0.1428503881561155,485,13261.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
4852,9,11.30 < birth rate <= 12.80,-0.10035211198557244,485,13261.0,#6f679f,birth rate,medium,birth rate (medium)
4853,8,28.98 < BMI Categories <= 31.66,0.13979836874745818,485,13261.0,#ff9366,BMI Categories,medium,BMI Categories (medium)
4854,6,63.46 < Personal Care Provider <= 67.88,0.17077607509796947,485,13261.0,#ff9366,Personal Care Provider,medium,Personal Care Provider (medium)
4855,5,median income <= 80.45,0.21230141162795008,485,13261.0,#ff9366,median income,medium,median income (medium)
4856,3,"% adults, HS diploma only <= 31.60",0.25492934041906623,485,13261.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
4857,2,PSA Test > 41.43,0.3409106277336155,485,13261.0,#ff9366,PSA Test,high,PSA Test (high)
4858,1,unemployment rate > 5.68,0.5508685745403256,485,13261.0,#ff9366,unemployment rate,high,unemployment rate (high)
4859,0,% poverty > 24.00,2.4103148076580734,485,13261.0,#ff9366,% poverty,high,% poverty (high)
4860,1,"% adults, HS diploma only > 40.48",-0.5452048256250831,486,13263.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
4861,8,"# people per PC doctor, NP only > 6247.62",-0.14015448853408552,486,13263.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
4862,9,Alcohol Consumption <= 50.42,-0.12388990065046962,486,13263.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
4863,7,"% adults, < HS diploma > 17.78",0.18180543126931775,486,13263.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
4864,6,median income <= 80.45,0.2272879577873851,486,13263.0,#ff9366,median income,medium,median income (medium)
4865,5,5777.50 < population <= 12790.50,0.2970776287961806,486,13263.0,#ff9366,population,medium,population (medium)
4866,4,PSA Test > 41.43,0.3515002119256705,486,13263.0,#ff9366,PSA Test,high,PSA Test (high)
